242	2013-06-24	3037	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3007		
242	2013-06-24	3048	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3014		
242	2013-06-24	3051	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3016		
242	2013-06-24	3052	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3017		
242	2013-06-24	3053	bowtie2		3018		
242	2013-06-24	3055	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3019		
242	2013-06-24	3056	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3027		
242	2013-06-24	3060	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3031		
242	2013-06-24	3065	bowtie2		3037	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	
242	2013-06-24	3078	bowtie2		3054	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	
242	2013-06-24	3082	bowtie2		3058	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	
242	2013-06-24	3083	bowtie2		3059	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	
242	2013-06-24	3087	samtools_rmdup		3064	bowtie2	
242	2013-06-24	3091	samtools_rmdup		3068	bowtie2	
242	2013-06-24	3092	samtools_rmdup		3069	bowtie2	
242	2013-06-24	3094	samtools_rmdup		3071	bowtie2	
242	2013-06-24	3096	samtools_rmdup		3073	bowtie2	
242	2013-06-24	3098	samtools_rmdup		3075	bowtie2	
242	2013-06-24	3099	samtools_rmdup		3076	bowtie2	
242	2013-06-24	3110	sam_merge2		3087	samtools_rmdup	
242	2013-06-24	3109	sam_merge2		3089	samtools_rmdup	
242	2013-06-24	3111	sam_merge2		3093	samtools_rmdup	
242	2013-06-24	3112	sam_merge2		3095	samtools_rmdup	
242	2013-06-24	3115	sam_merge2		3100	samtools_rmdup	
242	2013-06-24	3115	sam_merge2		3101	samtools_rmdup	
242	2013-06-24	3122	bam2wig		3111	sam_merge2	
242	2013-06-24	3128	bam2wig		3118	sam_merge2	
250	2013-06-27	3180	methtools_dmr	0.1.1	3181	methtools_filter	0.1.1
250	2013-06-27	3179	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	3182		
250	2013-06-27	3179	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	3183		
252	2013-06-27	3192	Filter1	1.1.0	3190	Cut1	1.0.2
264	2013-07-31	3277	samtools_rmdup	1.0.0	3275	bowtie2	0.1
264	2013-07-31	3278	bam2wig	1.3	3279	sam_merge2	1.1.2
264	2013-07-31	3272	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	0.2.4.1	3280		
278	2013-06-30	3370	bismark_bowtie	0.7.12	3368	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	0.2.4.1
285	2013-07-03	3394	Summary_Statistics1	1.1.0	3393	Filter1	1.1.0
292	2013-07-03	3469	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3453		
292	2013-07-03	3470	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3455		
292	2013-07-03	3471	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3458		
292	2013-07-03	3473	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1		3462		
292	2013-07-03	3494	cufflinks		3463		
292	2013-07-03	3486	cufflinks		3463		
292	2013-07-03	3485	cufflinks		3463		
292	2013-07-03	3492	cufflinks		3463		
292	2013-07-03	3478	tophat2		3463		
292	2013-07-03	3474	tophat2		3464	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	
292	2013-07-03	3475	tophat2		3465	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	
292	2013-07-03	3478	tophat2		3468	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	
292	2013-07-03	3480	tophat2		3470	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	
292	2013-07-03	3499	cuffdiff		3474	tophat2	
292	2013-07-03	3499	cuffdiff		3475	tophat2	
292	2013-07-03	3497	cuffdiff		3476	tophat2	
292	2013-07-03	3498	cuffdiff		3477	tophat2	
292	2013-07-03	3487	cufflinks		3477	tophat2	
292	2013-07-03	3497	cuffdiff		3481	tophat2	
292	2013-07-03	3498	cuffdiff		3482	tophat2	
292	2013-07-03	3496	cuffmerge		3484	cufflinks	
292	2013-07-03	3496	cuffmerge		3487	cufflinks	
292	2013-07-03	3496	cuffmerge		3488	cufflinks	
292	2013-07-03	3496	cuffmerge		3491	cufflinks	
292	2013-07-03	3496	cuffmerge		3493	cufflinks	
295	2013-07-03	3524	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	0.2.4.1	3522		
296	2013-07-03	3529	tophat2	0.5	3528	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	0.2.4.1
300	2013-07-03	3548	cshl_awk_replace_in_column	1.0.0	3547	mergeCols1	1.0.1
300	2013-07-03	3549	cshl_awk_replace_in_column	1.0.0	3548	cshl_awk_replace_in_column	1.0.0
300	2013-07-03	3550	Add_a_column1	1.1.0	3549	cshl_awk_replace_in_column	1.0.0
314	2013-07-05	3639	Add_a_column1	1.1.0	3642		
327	2013-07-10	3757	Filter1	1.1.0	3756		
328	2013-07-10	3758	Filter1	1.1.0	3764		
334	2013-07-10	3803	cat1	1.0.0	3804	Cut1	1.0.2
355	2013-07-15	4001	heatmapper	1.3	4007		
355	2013-07-15	4003	heatmapper	1.3	4009		
358	2013-07-17	4024	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	4025	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
358	2013-07-17	4025	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	4027	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
358	2013-07-17	4024	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	4030	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
358	2013-07-17	4026	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	4033		
358	2013-07-17	4031	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	4034		
358	2013-07-17	4029	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	4035		
359	2013-07-18	4038	bowtie2	0.1	4036	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	0.2.4.1
359	2013-07-18	4039	bam2wig	1.3	4037	samtools_rmdup	1.0.0
371	2013-07-24	4191	wig_to_bigWig	1.1.0	4176	Filter1	1.1.0
371	2013-07-24	4175	wig_to_bigWig	1.1.0	4190	Filter1	1.1.0
371	2013-07-24	4208	wig_to_bigWig	1.1.0	4197	Filter1	1.1.0
371	2013-07-24	4204	wig_to_bigWig	1.1.0	4200	Filter1	1.1.0
371	2013-07-24	4195	Filter1	1.1.0	4210		
371	2013-07-24	4194	Filter1	1.1.0	4210		
371	2013-07-24	4192	Filter1	1.1.0	4210		
371	2013-07-24	4187	Filter1	1.1.0	4210		
371	2013-07-24	4186	Filter1	1.1.0	4210		
371	2013-07-24	4185	Filter1	1.1.0	4210		
371	2013-07-24	4184	Filter1	1.1.0	4210		
375	2013-07-26	4287	heatmapper	1.3	4299		
375	2013-07-26	4290	heatmapper	1.3	4300		
375	2013-07-26	4288	heatmapper	1.3	4300		
375	2013-07-26	4287	heatmapper	1.3	4300		
375	2013-07-26	4292	heatmapper	1.3	4305		
375	2013-07-26	4294	heatmapper	1.3	4307		
375	2013-07-26	4295	heatmapper	1.3	4308		
380	2013-07-31	4347	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/trim_galore/trim_galore/0.2.4.1	0.2.4.1	4351		
392	2013-07-31	4430	mergeCols1	1.0.1	4426	addValue	1.0.0
392	2013-07-31	4428	Filter1	1.1.0	4435		
394	2013-08-01	4445	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	4444	Filter1	1.1.0
394	2013-08-01	4444	Filter1	1.1.0	4449		
394	2013-08-01	4447	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	4451		
397	2013-08-01	4472	methtools_filter	0.1.1	4470	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
397	2013-08-01	4471	methtools_dmr	0.1.1	4472	methtools_filter	0.1.1
397	2013-08-01	4473	smooth_running_window	0.1	4476		
397	2013-08-01	4474	smooth_running_window	0.1	4477		
402	2013-08-07	4502	bamCorrelate_deepTools		4499		
416	2013-08-09	4593	computeMatrix	1	4590	Grep1	1.0.1
416	2013-08-09	4593	computeMatrix	1	4591	Grep1	1.0.1
416	2013-08-09	4592	heatmapper_deepTools	1	4593	computeMatrix	1
416	2013-08-09	4589	bamCompare_deepTools	1	4594		
416	2013-08-09	4591	Grep1	1.0.1	4596		
418	2013-08-09	4603	bamFingerprint	1	4605		
422	2013-08-09	4625	bamFingerprint	1	4626		
425	2013-08-20	4648	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastx_wrapper/0.0.19		4644		
440	2013-08-22	4903	heatmapper	1.3	4908		
440	2013-08-22	4904	heatmapper	1.3	4909		
441	2013-08-28	4911	bowtie2	0.1	4912	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
441	2013-08-28	4912	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1	4914		
449	2013-08-29	4981	bam2wig	1.3	4976	samtools_rmdup	1.0.0
449	2013-08-29	4979	bowtie2	0.1	4977	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
449	2013-08-29	4980	bowtie2	0.1	4978	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
449	2013-08-29	4976	samtools_rmdup	1.0.0	4982	sam_merge2	1.1.2
449	2013-08-29	4977	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1	4984		
451	2013-09-05	5009	r_correlation_matrix	0.1	5001	Paste1	1.0.0
451	2013-09-05	4994	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	5003	Filter1	1.1.0
452	2013-09-06	5016	samtools_rmdup	1.0.0	5013	bowtie2	0.1
452	2013-09-06	5013	bowtie2	0.1	5014	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
452	2013-09-06	5015	bam2wig	1.3	5016	samtools_rmdup	1.0.0
456	2013-09-12	5040	Add_a_column1	1.1.0	5039	Add_a_column1	1.1.0
458	2013-09-17	5051	methtools_destrand	0.1.1	5048	cshl_sort_header	0.1
458	2013-09-17	5050	smooth_running_window	0.1	5051	methtools_destrand	0.1.1
459	2013-09-18	5059	Cut1	1.0.2	5064		
459	2013-09-18	5058	gops_intersect_1	1.0.0	5065		
483	2013-09-23	5191	cshl_awk_tool	1.0.0	5189		
483	2013-09-23	5197	barchart_gnuplot	1.0.0	5195	Count1	1.0.0
484	2013-09-23	5201	Count1	1.0.0	5200	gops_intersect_1	1.0.0
487	2013-09-23	5215	gops_intersect_1	1.0.0	5214		
488	2013-09-23	5221	Count1	1.0.0	5220	gops_intersect_1	1.0.0
489	2013-09-23	5226	Count1	1.0.0	5225	gops_intersect_1	1.0.0
490	2013-09-23	5231	Count1	1.0.0	5230	gops_intersect_1	1.0.0
490	2013-09-23	5232	barchart_gnuplot	1.0.0	5231	Count1	1.0.0
491	2013-09-23	5236	Count1	1.0.0	5235	gops_intersect_1	1.0.0
494	2013-09-23	5250	gops_intersect_1	1.0.0	5249		
494	2013-09-23	5252	barchart_gnuplot	1.0.0	5251	Count1	1.0.0
495	2013-09-23	5254	Count1	1.0.0	5253	gops_intersect_1	1.0.0
495	2013-09-23	5253	gops_intersect_1	1.0.0	5256		
496	2013-09-23	5260	gops_intersect_1	1.0.0	5258		
496	2013-09-23	5262	barchart_gnuplot	1.0.0	5261	Count1	1.0.0
498	2013-09-23	5268	cshl_uniq_tool		5267	cshl_sort_header	
501	2014-09-11	5279	sort1	1.0.2	5278	Cut1	1.0.2
502	2013-09-23	5284	cshl_uniq_tool	1.0.0	5283	cshl_sort_header	0.1
506	2013-09-23	5298	Cut1	1.0.2	5297		
506	2013-09-23	5299	cshl_uniq_tool	1.0.0	5298	Cut1	1.0.2
507	2013-09-23	5303	sort1	1.0.2	5302	Cut1	1.0.2
507	2013-09-23	5304	cshl_uniq_tool	1.0.0	5303	sort1	1.0.2
514	2013-09-25	5469	fastq_quality_trimmer	1.0.0	5448		
514	2013-09-25	5470	fastq_quality_trimmer	1.0.0	5449		
514	2013-09-25	5471	fastq_quality_trimmer	1.0.0	5450		
514	2013-09-25	5474	smooth_running_window	0.1	5452		
514	2013-09-25	5473	fastq_quality_trimmer	1.0.0	5452		
514	2013-09-25	5484	fastq_quality_trimmer	1.0.0	5461		
514	2013-09-25	5490	bismark_bowtie	0.7.12	5470	fastq_quality_trimmer	1.0.0
514	2013-09-25	5491	bismark_bowtie	0.7.12	5471	fastq_quality_trimmer	1.0.0
514	2013-09-25	5492	bismark_bowtie	0.7.12	5472	fastq_quality_trimmer	1.0.0
514	2013-09-25	5499	bismark_bowtie	0.7.12	5480	fastq_quality_trimmer	1.0.0
514	2013-09-25	5500	bismark_bowtie	0.7.12	5481	fastq_quality_trimmer	1.0.0
514	2013-09-25	5505	samtools_rmdup	1.0.0	5489	bismark_bowtie	0.7.12
514	2013-09-25	5521	sam_merge2	1.1.2	5505	samtools_rmdup	1.0.0
514	2013-09-25	5522	methtools_calling	0.1.1	5521	sam_merge2	1.1.2
514	2013-09-25	5523	cshl_sort_header	0.1	5522	methtools_calling	0.1.1
514	2013-09-25	5544	Filter1	1.1.0	5537	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
514	2013-09-25	5545	Filter1	1.1.0	5537	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
514	2013-09-25	5548	mergeCols1	1.0.1	5539	addValue	1.0.0
514	2013-09-25	5560	mergeCols1	1.0.1	5551	addValue	1.0.0
514	2013-09-25	5561	Cut1	1.0.2	5553	mergeCols1	1.0.1
514	2013-09-25	5565	Cut1	1.0.2	5560	mergeCols1	1.0.1
514	2013-09-25	5566	Cut1	1.0.2	5562	mergeCols1	1.0.1
528	2013-09-26	6043	Add_a_column1	1.1.0	6041	Filter1	1.1.0
528	2013-09-26	6044	wig_to_bigWig	1.1.0	6042	Cut1	1.0.2
530	2013-09-26	6054	methtools_calling	0.1.1	6051		
530	2013-09-26	6061	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	6052		
530	2013-09-26	6057	cshl_sort_header	0.1	6054	methtools_calling	0.1.1
530	2013-09-26	6082	computeMatrix	1	6056	Cut1	1.0.2
530	2013-09-26	6060	methtools_destrand	0.1.1	6057	cshl_sort_header	0.1
530	2013-09-26	6064	cshl_uniq_tool	1.0.0	6058	cshl_sort_header	0.1
530	2013-09-26	6066	Cut1	1.0.2	6059	Add_a_column1	1.1.0
530	2013-09-26	6069	Cut1	1.0.2	6063	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
530	2013-09-26	6070	methtools_dmr	0.1.1	6063	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
530	2013-09-26	6086	computeMatrix	1	6065	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0
530	2013-09-26	6072	wig_to_bigWig	1.1.0	6066	Cut1	1.0.2
530	2013-09-26	6080	Cut1	1.0.2	6076	Add_a_column1	1.1.0
530	2013-09-26	6085	computeMatrix	1	6083	wig_to_bigWig	1.1.0
532	2013-09-27	6097	CONVERTER_interval_to_bedstrict_0	1.0.0	6096		
532	2013-09-27	6098	cshl_grep_tool	1.0.0	6097	CONVERTER_interval_to_bedstrict_0	1.0.0
532	2013-09-27	6100	Cut1	1.0.2	6099	Add_a_column1	1.1.0
534	2013-10-01	6135	tophat2		6119		
534	2013-10-01	6138	Cut1		6131	addValue	
534	2013-10-01	6140	cuffdiff		6135	tophat2	
534	2013-10-01	6142	Show tail1		6138	Cut1	
534	2013-10-01	6145	Cut1		6144	join1	
534	2013-10-01	6146	cshl_sort_header		6145	Cut1	
535	2013-10-07	6154	ctb_change_title	0.0.1	6150	ctb_online_data_fetch	0.2
535	2013-10-07	6159	ctb_compound_convert	0.1	6155	Filter1	1.1.0
535	2013-10-07	6164	bg_uniq	0.3	6160	addValue	1.0.0
535	2013-10-07	6165	bg_uniq	0.3	6161	addValue	1.0.0
535	2013-10-07	6173	bg_uniq	0.3	6172	sed_stream_editor	0.0.1
535	2013-10-07	6176	bg_uniq	0.3	6175	Grep1	1.0.1
538	2013-10-10	6210	Extract_features1	1.0.0	6209	Filter1	1.1.0
558	2013-10-18	6666	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.0.20	0.0.20	6665		
573	2013-10-21	11069	cat1	1.0.0	10812	Remove_ending	1.0.0
573	2013-10-21	11069	cat1	1.0.0	10816	Remove_ending	1.0.0
573	2013-10-21	11069	cat1	1.0.0	10818	Remove_ending	1.0.0
573	2013-10-21	10888	cat1	1.0.0	10821	Remove_ending	1.0.0
573	2013-10-21	10897	Remove beginning1	1.0.0	10830	heatmapper	1.3
573	2013-10-21	10999	Remove beginning1	1.0.0	10831	heatmapper	1.3
573	2013-10-21	10906	heatmapper	1.3	10837	Filter1	1.1.0
573	2013-10-21	10882	Filter1	1.1.0	10839	cshl_word_list_grep	1.0.0
573	2013-10-21	10967	Filter1	1.1.0	10840	cshl_word_list_grep	1.0.0
573	2013-10-21	10965	Filter1	1.1.0	10840	cshl_word_list_grep	1.0.0
573	2013-10-21	11087	Filter1	1.1.0	10841	cshl_word_list_grep	1.0.0
573	2013-10-21	11092	Filter1	1.1.0	10842	cshl_word_list_grep	1.0.0
573	2013-10-21	10915	Filter1	1.1.0	10842	cshl_word_list_grep	1.0.0
573	2013-10-21	10982	Remove_ending	1.0.0	10843	Remove beginning1	1.0.0
573	2013-10-21	10847	Paste1	1.0.0	10856	Paste1	1.0.0
573	2013-10-21	10984	Remove beginning1	1.0.0	10857	heatmapper	1.3
573	2013-10-21	10888	cat1	1.0.0	10858	Remove_ending	1.0.0
573	2013-10-21	10991	Remove beginning1	1.0.0	10865	heatmapper	1.3
573	2013-10-21	10996	Remove beginning1	1.0.0	10866	heatmapper	1.3
573	2013-10-21	10888	cat1	1.0.0	10870	Remove_ending	1.0.0
573	2013-10-21	10886	Cut1	1.0.2	10888	cat1	1.0.0
573	2013-10-21	11093	Remove_ending	1.0.0	10891	Remove beginning1	1.0.0
573	2013-10-21	10938	Remove_ending	1.0.0	10898	Remove beginning1	1.0.0
573	2013-10-21	10931	Remove_ending	1.0.0	10901	Remove beginning1	1.0.0
573	2013-10-21	11074	heatmapper	1.3	10913	Filter1	1.1.0
573	2013-10-21	11070	heatmapper	1.3	10917	Filter1	1.1.0
573	2013-10-21	11017	Cut1	1.0.2	10925	Filter1	1.1.0
573	2013-10-21	11045	Remove_ending	1.0.0	10926	Remove beginning1	1.0.0
573	2013-10-21	11021	Cut1	1.0.2	10928	Filter1	1.1.0
573	2013-10-21	11090	cat1	1.0.0	10931	Remove_ending	1.0.0
573	2013-10-21	10849	cat1	1.0.0	10939	Remove_ending	1.0.0
573	2013-10-21	10819	Remove beginning1	1.0.0	10947	heatmapper	1.3
573	2013-10-21	11014	heatmapper	1.3	10958	Filter1	1.1.0
573	2013-10-21	10847	Paste1	1.0.0	10960	Cut1	1.0.2
573	2013-10-21	10866	heatmapper	1.3	10969	Filter1	1.1.0
573	2013-10-21	10867	heatmapper	1.3	10970	Filter1	1.1.0
573	2013-10-21	10869	heatmapper	1.3	10972	Filter1	1.1.0
573	2013-10-21	11050	Remove_ending	1.0.0	10975	Remove beginning1	1.0.0
573	2013-10-21	11043	Remove_ending	1.0.0	10978	Remove beginning1	1.0.0
573	2013-10-21	11042	cat1	1.0.0	10985	Remove_ending	1.0.0
573	2013-10-21	11042	cat1	1.0.0	10986	Remove_ending	1.0.0
573	2013-10-21	10940	Remove_ending	1.0.0	10989	Remove beginning1	1.0.0
573	2013-10-21	11055	Remove_ending	1.0.0	10990	Remove beginning1	1.0.0
573	2013-10-21	11094	Remove_ending	1.0.0	10991	Remove beginning1	1.0.0
573	2013-10-21	10959	Remove_ending	1.0.0	10992	Remove beginning1	1.0.0
573	2013-10-21	11018	Cut1	1.0.2	10993	Filter1	1.1.0
573	2013-10-21	10820	Remove_ending	1.0.0	10998	Remove beginning1	1.0.0
573	2013-10-21	11034	Remove beginning1	1.0.0	11011	heatmapper	1.3
573	2013-10-21	11041	Remove beginning1	1.0.0	11014	heatmapper	1.3
573	2013-10-21	11025	cshl_word_list_grep	1.0.0	11016	Cut1	1.0.2
573	2013-10-21	10841	cshl_word_list_grep	1.0.0	11020	Cut1	1.0.2
573	2013-10-21	10954	Filter1	1.1.0	11022	cshl_word_list_grep	1.0.0
573	2013-10-21	10953	Filter1	1.1.0	11022	cshl_word_list_grep	1.0.0
573	2013-10-21	10952	Filter1	1.1.0	11022	cshl_word_list_grep	1.0.0
573	2013-10-21	10844	Filter1	1.1.0	11022	cshl_word_list_grep	1.0.0
573	2013-10-21	10836	Filter1	1.1.0	11022	cshl_word_list_grep	1.0.0
573	2013-10-21	11060	Filter1	1.1.0	11024	cshl_word_list_grep	1.0.0
573	2013-10-21	11058	Filter1	1.1.0	11024	cshl_word_list_grep	1.0.0
573	2013-10-21	10881	Filter1	1.1.0	11024	cshl_word_list_grep	1.0.0
573	2013-10-21	11066	Filter1	1.1.0	11025	cshl_word_list_grep	1.0.0
573	2013-10-21	10958	Filter1	1.1.0	11025	cshl_word_list_grep	1.0.0
573	2013-10-21	10893	Remove beginning1	1.0.0	11026	heatmapper	1.3
573	2013-10-21	10898	Remove beginning1	1.0.0	11028	heatmapper	1.3
573	2013-10-21	10849	cat1	1.0.0	11029	Remove_ending	1.0.0
573	2013-10-21	10960	Cut1	1.0.2	11031	cat1	1.0.0
573	2013-10-21	10816	Remove_ending	1.0.0	11032	Remove beginning1	1.0.0
573	2013-10-21	10813	Remove_ending	1.0.0	11035	Remove beginning1	1.0.0
573	2013-10-21	10812	Remove_ending	1.0.0	11036	Remove beginning1	1.0.0
573	2013-10-21	10811	Remove_ending	1.0.0	11037	Remove beginning1	1.0.0
573	2013-10-21	10849	cat1	1.0.0	11044	Remove_ending	1.0.0
573	2013-10-21	10856	Paste1	1.0.0	11046	Cut1	1.0.2
573	2013-10-21	11031	cat1	1.0.0	11048	Remove_ending	1.0.0
573	2013-10-21	10948	heatmapper	1.3	11063	Filter1	1.1.0
573	2013-10-21	10947	heatmapper	1.3	11066	Filter1	1.1.0
573	2013-10-21	11023	Cut1	1.0.2	11068	Filter1	1.1.0
573	2013-10-21	11078	Remove beginning1	1.0.0	11071	heatmapper	1.3
573	2013-10-21	11047	Remove beginning1	1.0.0	11073	heatmapper	1.3
573	2013-10-21	11030	Remove beginning1	1.0.0	11074	heatmapper	1.3
573	2013-10-21	10962	Remove beginning1	1.0.0	11075	heatmapper	1.3
573	2013-10-21	10858	Remove_ending	1.0.0	11078	Remove beginning1	1.0.0
573	2013-10-21	11090	cat1	1.0.0	11093	Remove_ending	1.0.0
573	2013-10-21	11042	cat1	1.0.0	11094	Remove_ending	1.0.0
573	2013-10-21	11090	cat1	1.0.0	11097	Remove_ending	1.0.0
573	2013-10-21	11090	cat1	1.0.0	11099	Remove_ending	1.0.0
573	2013-10-21	11073	heatmapper	1.3	11103		
573	2013-10-21	11071	heatmapper	1.3	11103		
573	2013-10-21	11028	heatmapper	1.3	11103		
573	2013-10-21	11011	heatmapper	1.3	11103		
573	2013-10-21	11008	heatmapper	1.3	11103		
573	2013-10-21	11003	heatmapper	1.3	11103		
573	2013-10-21	10944	heatmapper	1.3	11103		
573	2013-10-21	10943	heatmapper	1.3	11103		
573	2013-10-21	10907	heatmapper	1.3	11103		
573	2013-10-21	10867	heatmapper	1.3	11103		
573	2013-10-21	10866	heatmapper	1.3	11103		
573	2013-10-21	10864	heatmapper	1.3	11103		
573	2013-10-21	10863	heatmapper	1.3	11103		
573	2013-10-21	10857	heatmapper	1.3	11103		
573	2013-10-21	10828	heatmapper	1.3	11103		
573	2013-10-21	10826	heatmapper	1.3	11103		
573	2013-10-21	10825	heatmapper	1.3	11103		
573	2013-10-21	11024	cshl_word_list_grep	1.0.0	11104		
573	2013-10-21	11022	cshl_word_list_grep	1.0.0	11104		
573	2013-10-21	10841	cshl_word_list_grep	1.0.0	11104		
573	2013-10-21	11067	Filter1	1.1.0	11105		
576	2013-10-21	11202	wig_to_bigWig	1.1.0	11204	Cut1	1.0.2
576	2013-10-21	11203	Cut1	1.0.2	11206	Add_a_column1	1.1.0
576	2013-10-21	11208	toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0	0.1.0	11210	smooth_running_window	0.1
576	2013-10-21	11213	cshl_sort_header	0.1	11214	Cut1	1.0.2
576	2013-10-21	11218	addValue	1.0.0	11219	Add_a_column1	1.1.0
576	2013-10-21	11220	Filter1	1.1.0	11221	cat1	1.0.0
576	2013-10-21	11221	cat1	1.0.0	11222		
576	2013-10-21	11221	cat1	1.0.0	11224		
576	2013-10-21	11221	cat1	1.0.0	11230		
576	2013-10-21	11221	cat1	1.0.0	11232		
576	2013-10-21	11221	cat1	1.0.0	11233		
576	2013-10-21	11221	cat1	1.0.0	11237		
576	2013-10-21	11221	cat1	1.0.0	11239		
577	2013-10-21	11502	cat1	1.0.0	11249	Remove_ending	1.0.0
577	2013-10-21	11321	cat1	1.0.0	11254	Remove_ending	1.0.0
577	2013-10-21	11502	cat1	1.0.0	11255	Remove_ending	1.0.0
